console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
JustAsIAm,"Just As I Am, without One Plea",10,JUST AS I AM (Barnby),just_as_i_am_barnby,Joseph Barnby (1883),8.8.8.6.8.6,56175 12333 34321,A♭ Major,,Public Domain,172,https://hymnary.org/media/fetch/80624,https://hymnary.org/media/fetch/179414,https://hymnary.org/media/fetch/80625,https://hymnary.org/tune/just_as_i_am_barnby
JustAsIAm,"Just As I Am, without One Plea",10,SAFFRON WALDEN,saffron_walden_brown,Arthur Henry Brown (1877),8.8.8.6,32151 16554 32143,D Major,,Public Domain,38,https://hymnary.org/media/fetch/108661,https://hymnary.org/media/fetch/179412,https://hymnary.org/media/fetch/108663,https://hymnary.org/tune/saffron_walden_brown
JustAsIAm,"Just As I Am, without One Plea",10,AGNUS DEI (Blow),agnus_dei_blow,William Blow (1881),8.8.8.6,34322 32112 34362,E Major,,Public Domain,28,https://hymnary.org/media/fetch/151807,,,https://hymnary.org/tune/agnus_dei_blow
JustAsIAm,"Just As I Am, without One Plea",10,GWYLFA,gwylfa_evans,D. Lloyd Evans,8.8.8.6,12131 12713 23433,A♭ Major,,Public Domain,6,https://hymnary.org/media/fetch/216952,,https://hymnary.org/media/fetch/216950,https://hymnary.org/tune/gwylfa_evans
JustAsIAm,"Just As I Am, without One Plea",10,[Chant] (Reynolds 34432),chant_reynolds_34432,W. L. Reynolds,,34432 12354 43232,F Major,,Public Domain,5,,,,https://hymnary.org/tune/chant_reynolds_34432
LeadMeto Calvary,Lead Me to Calvary,10,GERMANY (Gardiner),germany_beethoven_gardiner,Ludwig van Beethoven,8.8.8.8,51712 56711 17627,A♭ Major,,Public Domain,783,https://hymnary.org/media/fetch/80751,https://hymnary.org/media/fetch/199217,https://hymnary.org/media/fetch/80752,https://hymnary.org/tune/germany_beethoven_gardiner
LeadMeto Calvary,Lead Me to Calvary,10,GLORY TO HIS NAME (Stockton),glory_to_his_name_stockton,John H. Stockton (1878),9.9.9.5 with refrain,33211 76153 33553,A♭ Major,,Public Domain,597,https://hymnary.org/media/fetch/81135,https://hymnary.org/media/fetch/221409,https://hymnary.org/media/fetch/81136,https://hymnary.org/tune/glory_to_his_name_stockton
LeadMeto Calvary,Lead Me to Calvary,10,[Living for Jesus a life that is true] (Lowden),living_for_jesus_a_life_that_lowden,C. Harold Lowden (1917),10.10.10.10 with refrain,34352 34123 32321,F Major,,Public Domain,137,https://hymnary.org/media/fetch/80859,https://hymnary.org/media/fetch/221760,https://hymnary.org/media/fetch/80862,https://hymnary.org/tune/living_for_jesus_a_life_that_lowden
LeadMeto Calvary,Lead Me to Calvary,10,[King of my life I crown Thee now] (Kirkpatrick),king_of_my_life_i_crown_thee_kirkpatrick,William J. Kirkpatrick (1921),8.6.8.6 with refrain,33211 44332 15323,D Major,,Public Domain,127,https://hymnary.org/media/fetch/80867,https://hymnary.org/media/fetch/90215,https://hymnary.org/media/fetch/80868,https://hymnary.org/tune/king_of_my_life_i_crown_thee_kirkpatrick
LeadMeto Calvary,Lead Me to Calvary,10,[Where He may lead me I will go],where_he_may_lead_me_i_will_black,James M. Black (1900),,33331 55566 65323,E♭ Major,,Public Domain,77,https://hymnary.org/media/fetch/114094,https://hymnary.org/media/fetch/180396,https://hymnary.org/media/fetch/114096,https://hymnary.org/tune/where_he_may_lead_me_i_will_black
LeadKing Eternal,Lead on O King Eternal,10,LANCASHIRE (Smart),lancashire_smart,Henry Thomas Smart (1836),7.6.7.6 D,55346 53114 56255,C Major,,Public Domain,717,https://hymnary.org/media/fetch/80605,https://hymnary.org/media/fetch/222258,https://hymnary.org/media/fetch/80606,https://hymnary.org/tune/lancashire_smart
LeadKing Eternal,Lead on O King Eternal,10,ST. COLUMBA (Irish),st_columba_irish,,8.7.8.7,12345 45321 12345,D Major/E♭ Major,Ireland,Public Domain,217,https://hymnary.org/media/fetch/82433,https://hymnary.org/media/fetch/222461,https://hymnary.org/media/fetch/82434,https://hymnary.org/tune/st_columba_irish
LeadKing Eternal,Lead on O King Eternal,10,LLANGLOFFAN,llangloffan_welsh,,7.6.7.6 D,51122 32114 43325,g minor,,Public Domain,193,https://hymnary.org/media/fetch/80563,https://hymnary.org/media/fetch/199226,https://hymnary.org/media/fetch/80564,https://hymnary.org/tune/llangloffan_welsh
LeadKing Eternal,Lead on O King Eternal,10,O FILII ET FILIAE,o_filii_et_filiae,,8.8.8 with alleluias,13453 43211 13453,g minor,,Public Domain,169,https://hymnary.org/media/fetch/82445,https://hymnary.org/media/fetch/222223,https://hymnary.org/media/fetch/82446,https://hymnary.org/tune/o_filii_et_filiae
LeadKing Eternal,Lead on O King Eternal,10,SALVE DOMINE,salve_domine_watson,Lawrence W. Watson (1909),7.6.7.6 D,35567 15116 12352,G Major or modal,,Public Domain,79,https://hymnary.org/media/fetch/82526,,https://hymnary.org/media/fetch/82527,https://hymnary.org/tune/salve_domine_watson
LetMortal Flesh,Let All Mortal Flesh Keep Silence,4,PICARDY,picardy_french,,8.7.8.7.8.7,12345 54555 567,d minor,France,Public Domain,267,https://hymnary.org/media/fetch/81980,https://hymnary.org/media/fetch/222376,https://hymnary.org/media/fetch/81981,https://hymnary.org/tune/picardy_french
LetMortal Flesh,Let All Mortal Flesh Keep Silence,4,LUGANO,lugano,,8.7.8.7 D,11717 66771 76712,F Major or modal,,Public Domain,23,,https://hymnary.org/media/fetch/186165,https://hymnary.org/media/fetch/191222,https://hymnary.org/tune/lugano
LetMortal Flesh,Let All Mortal Flesh Keep Silence,4,VERONA (13534),verona_13534,,8.7.8.7.4.7,13534 65235 42165,G Major,,Public Domain,5,,,,https://hymnary.org/tune/verona_13534
LetMortal Flesh,Let All Mortal Flesh Keep Silence,4,[Let all mortal flesh keep silence] (Queen),let_all_mortal_flesh_keep_silence_queen,Morris C. Queen,,12345 64211 23456,E♭ Major,,© 1959 by Morris C. Queen,1,,,,https://hymnary.org/tune/let_all_mortal_flesh_keep_silence_queen
LiftUp YourHeads,"Lift Up Your Heads, Ye Mighty Gates",10,TRURO (Williams),truro_williams,Charles Burney,8.8.8.8,13455 67151 54321,C Major/E♭ Major,,Public Domain,574,https://hymnary.org/media/fetch/82648,https://hymnary.org/media/fetch/222380,https://hymnary.org/media/fetch/82649,https://hymnary.org/tune/truro_williams
LiftUp YourHeads,"Lift Up Your Heads, Ye Mighty Gates",10,WINCHESTER NEW,winchester_new_musikalisches,,8.8.8.8,51566 54334 32554,A Major/B♭ Major,,Public Domain,435,https://hymnary.org/media/fetch/81856,https://hymnary.org/media/fetch/222544,https://hymnary.org/media/fetch/81857,https://hymnary.org/tune/winchester_new_musikalisches
LiftUp YourHeads,"Lift Up Your Heads, Ye Mighty Gates",10,VENI EMMANUEL (Chant),veni_emmanuel_chant,Anonymous,8.8.8.8.8.8,13555 46543 4531,d minor,,Public Domain,327,https://hymnary.org/media/fetch/80175,https://hymnary.org/media/fetch/222211,https://hymnary.org/media/fetch/80176,https://hymnary.org/tune/veni_emmanuel_chant
LiftUp YourHeads,"Lift Up Your Heads, Ye Mighty Gates",10,IN DULCI JUBILO,in_dulci_jubilo,,6.6.7.7.7.8.5.5,11134 56551 13456,F Major,,Public Domain,246,https://hymnary.org/media/fetch/80211,https://hymnary.org/media/fetch/222215,https://hymnary.org/media/fetch/80212,https://hymnary.org/tune/in_dulci_jubilo
LiftUp YourHeads,"Lift Up Your Heads, Ye Mighty Gates",10,MACHT HOCH DIE TÜR (Freylinghausen),macht_hoch_die_tur_freylinghausen,Johann Anastasius Freylinghausen (1704),8.8.8.8.8.8.6.6,35432 12325 44332,F Major/F Major or modal,,Public Domain,70,https://hymnary.org/media/fetch/82891,https://hymnary.org/media/fetch/181019,https://hymnary.org/media/fetch/82892,https://hymnary.org/tune/macht_hoch_die_tur_freylinghausen
LordSpeaktoMe,"Lord, Speak to Me That I May Speak",10,CANONBURY,canonbury_schumann,Robert Schumann (1839),8.8.8.8,53334 32123 56712,G Major,Germany,Public Domain,674,https://hymnary.org/media/fetch/80705,https://hymnary.org/media/fetch/222180,https://hymnary.org/media/fetch/80706,https://hymnary.org/tune/canonbury_schumann
LordSpeaktoMe,"Lord, Speak to Me That I May Speak",10,HEBRON (Mason),hebron_mason,Lowell Mason (1830),8.8.8.8,53565 67117 23176,B♭ Major,,Public Domain,662,https://hymnary.org/media/fetch/81042,https://hymnary.org/media/fetch/187623,https://hymnary.org/media/fetch/81043,https://hymnary.org/tune/hebron_mason
LordSpeaktoMe,"Lord, Speak to Me That I May Speak",10,ROCKINGHAM (Miller),rockingham_miller,,8.8.8.8,13421 35655 17655,D Major/E♭ Major,,Public Domain,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller
LordSpeaktoMe,"Lord, Speak to Me That I May Speak",10,HOLLEY,holley_hews,George Hews (1835),8.8.8.8,32313 23453 54533,E♭ Major,,Public Domain,353,https://hymnary.org/media/fetch/110044,https://hymnary.org/media/fetch/179742,https://hymnary.org/media/fetch/110046,https://hymnary.org/tune/holley_hews
LordSpeaktoMe,"Lord, Speak to Me That I May Speak",10,ST. BEES (Dykes),st_bees_dykes,John Bacchus Dykes (1862),7.7.7.7,11176 71223 56272,F Major/G Major,,Public Domain;Public Domain,316,https://hymnary.org/media/fetch/81647,https://hymnary.org/media/fetch/222488,https://hymnary.org/media/fetch/81648,https://hymnary.org/tune/st_bees_dykes
LordForty Days,"Lord, Who Throughout These Forty Days",10,NAOMI (Nägeli),naomi_nageli,,8.6.8.6,33354 32343 36654,D Major,,Public Domain,517,https://hymnary.org/media/fetch/81698,https://hymnary.org/media/fetch/157885,https://hymnary.org/media/fetch/81699,https://hymnary.org/tune/naomi_nageli
LordForty Days,"Lord, Who Throughout These Forty Days",10,RICHMOND (Haweis),richmond_haweis,Thomas Haweis (1792),8.6.8.6,51354 34213 25171,G Major,,Public Domain,329,https://hymnary.org/media/fetch/81151,https://hymnary.org/media/fetch/199219,https://hymnary.org/media/fetch/81152,https://hymnary.org/tune/richmond_haweis
LordForty Days,"Lord, Who Throughout These Forty Days",10,ST. FLAVIAN,st_flavian,,8.6.8.6,11713 22114 31233,F Major,,Public Domain,310,https://hymnary.org/media/fetch/81583,https://hymnary.org/media/fetch/221643,https://hymnary.org/media/fetch/81584,https://hymnary.org/tune/st_flavian
LordForty Days,"Lord, Who Throughout These Forty Days",10,LAND OF REST (American),land_of_rest_american,W. S. Turner (1866),8.6.8.6,51123 51165 51123,F Major,United States,Public Domain,197,https://hymnary.org/media/fetch/81215,https://hymnary.org/media/fetch/199092,https://hymnary.org/media/fetch/81216,https://hymnary.org/tune/land_of_rest_american
LordForty Days,"Lord, Who Throughout These Forty Days",10,MORNING SONG (Dare),morning_song_dare,,8.6.8.6,51234 32175 51234,f minor,United States,Public Domain,192,https://hymnary.org/media/fetch/81027,https://hymnary.org/media/fetch/199027,https://hymnary.org/media/fetch/81028,https://hymnary.org/tune/morning_song_dare
LoveDivine-A,"Love Divine, All Loves Excelling - A",10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
LoveDivine-A,"Love Divine, All Loves Excelling - A",10,HYFRYDOL,hyfrydol_prichard,Rowland H. Prichard (1830),8.7.8.7 D,12123 43212 54332,A♭ Major,Wales,Public Domain,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard
LoveDivine-A,"Love Divine, All Loves Excelling - A",10,MADRID (Spanish),madrid_spanish,,6.6.6.6 D,17161 53142 17117,A♭ Major/A Major,,Public Domain,593,https://hymnary.org/media/fetch/80036,https://hymnary.org/media/fetch/222428,https://hymnary.org/media/fetch/80037,https://hymnary.org/tune/madrid_spanish
LoveDivine-A,"Love Divine, All Loves Excelling - A",10,ELLESDIE,ellesdie_mozart,,8.7.8.7 D,11113 22112 22243,A Major,,Public Domain,539,https://hymnary.org/media/fetch/81476,https://hymnary.org/media/fetch/84330,https://hymnary.org/media/fetch/81477,https://hymnary.org/tune/ellesdie_mozart
LoveDivine-A,"Love Divine, All Loves Excelling - A",10,BLAENWERN,blaenwern_rowlands,William Penfro Rowlands (1905),8.7.8.7 D,55665 13321 7655,F Major,,Public Domain,101,https://hymnary.org/media/fetch/98587,https://hymnary.org/media/fetch/205421,https://hymnary.org/media/fetch/95898,https://hymnary.org/tune/blaenwern_rowlands
LoveDivine-B,"Love Divine, All Loves Excelling - B",10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
LoveDivine-B,"Love Divine, All Loves Excelling - B",10,HYFRYDOL,hyfrydol_prichard,Rowland H. Prichard (1830),8.7.8.7 D,12123 43212 54332,A♭ Major,Wales,Public Domain,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard
LoveDivine-B,"Love Divine, All Loves Excelling - B",10,MADRID (Spanish),madrid_spanish,,6.6.6.6 D,17161 53142 17117,A♭ Major/A Major,,Public Domain,593,https://hymnary.org/media/fetch/80036,https://hymnary.org/media/fetch/222428,https://hymnary.org/media/fetch/80037,https://hymnary.org/tune/madrid_spanish
LoveDivine-B,"Love Divine, All Loves Excelling - B",10,ELLESDIE,ellesdie_mozart,,8.7.8.7 D,11113 22112 22243,A Major,,Public Domain,539,https://hymnary.org/media/fetch/81476,https://hymnary.org/media/fetch/84330,https://hymnary.org/media/fetch/81477,https://hymnary.org/tune/ellesdie_mozart
LoveDivine-B,"Love Divine, All Loves Excelling - B",10,BLAENWERN,blaenwern_rowlands,William Penfro Rowlands (1905),8.7.8.7 D,55665 13321 7655,F Major,,Public Domain,101,https://hymnary.org/media/fetch/98587,https://hymnary.org/media/fetch/205421,https://hymnary.org/media/fetch/95898,https://hymnary.org/tune/blaenwern_rowlands
MoreLoveto Thee,"More Love to Thee, O Christ",10,EASTER HYMN (Lyra Davidica),easter_hymn_lyra_davidica,,7.7.7.7 with alleluia,13514 66534 51434,C Major,,Public Domain,616,https://hymnary.org/media/fetch/80274,https://hymnary.org/media/fetch/222420,https://hymnary.org/media/fetch/80275,https://hymnary.org/tune/easter_hymn_lyra_davidica
MoreLoveto Thee,"More Love to Thee, O Christ",10,GALILEE (Jude),galilee_jude,W. H. Jude (1887),8.7.8.7,35222 51111 16123,A♭ Major,,Public Domain,574,https://hymnary.org/media/fetch/80903,https://hymnary.org/media/fetch/199205,https://hymnary.org/media/fetch/80904,https://hymnary.org/tune/galilee_jude
MoreLoveto Thee,"More Love to Thee, O Christ",10,ST. LOUIS (Redner),st_louis_redner,Lewis H. Redner (1868),8.6.8.6,33323 54621 712,F Major/G Major or modal,,Public Domain,519,https://hymnary.org/media/fetch/80196,https://hymnary.org/media/fetch/222384,https://hymnary.org/media/fetch/80197,https://hymnary.org/tune/st_louis_redner
MoreLoveto Thee,"More Love to Thee, O Christ",10,MORE LOVE TO THEE (Doane),more_love_to_thee_doane,W. Howard Doane (1868),6.4.6.4.6.6.4,56512 33212 56512,A♭ Major,,Public Domain,430,https://hymnary.org/media/fetch/81205,https://hymnary.org/media/fetch/222508,https://hymnary.org/media/fetch/81206,https://hymnary.org/tune/more_love_to_thee_doane
MoreLoveto Thee,"More Love to Thee, O Christ",10,TRUST IN JESUS (Kirkpatrick),trust_in_jesus_kirkpatrick,William J. Kirkpatrick (1882),8.7.8.7 with refrain,32176 16513 53212,G Major,,Public Domain,375,https://hymnary.org/media/fetch/80930,https://hymnary.org/media/fetch/222517,https://hymnary.org/media/fetch/80931,https://hymnary.org/tune/trust_in_jesus_kirkpatrick
Morning Has Broken,Morning Has Broken,10,PASSION CHORALE (Hassler),passion_chorale_hassler,Hans Leo Hassler (1601),7.6.7.6 D,51765 45233 221,a minor,,Public Domain,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler
Morning Has Broken,Morning Has Broken,10,WIE SCHÖN LEUCHTET,wie_schon_leuchtet_nicolai,Philipp Nicolai (1599),8.8.7.8.8.7.4.8.4.8,15315 66556 71766,D Major,,Public Domain,397,https://hymnary.org/media/fetch/82430,https://hymnary.org/media/fetch/222190,https://hymnary.org/media/fetch/82431,https://hymnary.org/tune/wie_schon_leuchtet_nicolai
Morning Has Broken,Morning Has Broken,10,BUNESSAN,bunessan,,5.5.5.4 D,13512 76565 12356,C Major,Scotland,Public Domain,278,https://hymnary.org/media/fetch/80190,https://hymnary.org/media/fetch/198976,https://hymnary.org/media/fetch/80191,https://hymnary.org/tune/bunessan
Morning Has Broken,Morning Has Broken,10,EUCHARISTIC HYMN,eucharistic_hymn_hodges,J. Sebastian B. Hodges (1868),9.8.9.8,55435 43234 55543,E♭ Major,England,Public Domain,114,https://hymnary.org/media/fetch/81479,https://hymnary.org/media/fetch/222768,https://hymnary.org/media/fetch/81480,https://hymnary.org/tune/eucharistic_hymn_hodges
Morning Has Broken,Morning Has Broken,10,BROKEN LIFE,broken_life_sanderson,L. O. Sanderson (1935),6.4.6.4 D,53117 74323 53117,F Major,,"© 1935, Renewal 1962,  L. O. Sanderson, owner",22,,,,https://hymnary.org/tune/broken_life_sanderson
MyCountry Tis Thee,"My Country, 'Tis of Thee",10,FINLANDIA,finlandia,Jean Sibelius (1899),10.10.10.10.10.10,32343 23122 33234,E♭ Major,Finland,"P. D. in the U.S. and Canada, © Breitkopf & Härtel in other territories of the world",336,,https://hymnary.org/media/fetch/199237,,https://hymnary.org/tune/finlandia
MyCountry Tis Thee,"My Country, 'Tis of Thee",10,NEW HAVEN,new_haven_hastings,Thomas Hastings (1833),6.6.4.6.6.6.4,11132 12224 32344,G Major,,Public Domain,114,https://hymnary.org/media/fetch/84446,https://hymnary.org/media/fetch/84447,https://hymnary.org/media/fetch/106797,https://hymnary.org/tune/new_haven_hastings
MyCountry Tis Thee,"My Country, 'Tis of Thee",10,SEGUR,segur_holbrook,Joseph P. Holbrook (1862),8.7.8.7.8.7,53172 16533 45225,,,Public Domain,66,https://hymnary.org/media/fetch/203347,,https://hymnary.org/media/fetch/203345,https://hymnary.org/tune/segur_holbrook
MyCountry Tis Thee,"My Country, 'Tis of Thee",10,NEW AMERICA,new_america_longacre,Lindsay B. Longacre (1895),6.6.4.6.6.6.4,15654 36711 71232,C Major,,Public Domain,13,,,,https://hymnary.org/tune/new_america_longacre
MyCountry Tis Thee,"My Country, 'Tis of Thee",10,[My country! 'tis of thee] (Herbert),my_country_tis_of_thee_herbert,J. B. Herbert (1916),,15312 12752 32313,B♭ Major,,Public Domain,9,https://hymnary.org/media/fetch/152140,,,https://hymnary.org/tune/my_country_tis_of_thee_herbert
MyFaithLooksUp,My Faith Looks up to Thee,10,"[I am Thine, O Lord, I have heard Thy voice]",i_am_thine_o_lord_i_have_heard_doane,W. Howard Doane (1875),10.7.10.7.9.7.11.7,34322 23211 17666,A♭ Major,,Public Domain,532,https://hymnary.org/media/fetch/80874,https://hymnary.org/media/fetch/222477,https://hymnary.org/media/fetch/80875,https://hymnary.org/tune/i_am_thine_o_lord_i_have_heard_doane
MyFaithLooksUp,My Faith Looks up to Thee,10,"[Lord Jesus, I long to be perfectly whole] (Fischer)",lord_jesus_i_long_to_be_perfect_fischer,W. G. Fischer (1872),11.11.11.11 with refrain,55123 21232 15512,A Major,,Public Domain,443,https://hymnary.org/media/fetch/80480,https://hymnary.org/media/fetch/221111,https://hymnary.org/media/fetch/80481,https://hymnary.org/tune/lord_jesus_i_long_to_be_perfect_fischer
MyFaithLooksUp,My Faith Looks up to Thee,10,HOW GREAT THOU ART,how_great_thou_art_hine,,11.10.11.10 with refrain,55535 55664 66665,A Major/B♭ Major,,Public Domain,206,https://hymnary.org/media/fetch/104900,https://hymnary.org/media/fetch/198913,https://hymnary.org/media/fetch/120464,https://hymnary.org/tune/how_great_thou_art_hine
MyFaithLooksUp,My Faith Looks up to Thee,10,EDEN (Wesley),eden_wesley,Samuel Sebastian Wesley,6.4.6.4.6.7.6.4,33221 11113 55443,F Major,,Public Domain,53,https://hymnary.org/media/fetch/188095,,,https://hymnary.org/tune/eden_wesley
MyFaithLooksUp,My Faith Looks up to Thee,10,BETHEL (Cornell),bethel_cornell,J. H. Cornell (1872),6.6.4.6.6.6.4,55117 75522 11126,A Major,,Public Domain,36,,,,https://hymnary.org/tune/bethel_cornell
MyHopels Built,My Hope Is Built on Nothing Less,10,ST. CATHERINE (Hemy),st_catherine_hemy,J. G. Walton,8.8.8.8.8.8,32117 12671 17651,A♭ Major,,Public Domain,828,https://hymnary.org/media/fetch/80362,https://hymnary.org/media/fetch/222485,https://hymnary.org/media/fetch/80363,https://hymnary.org/tune/st_catherine_hemy
MyHopels Built,My Hope Is Built on Nothing Less,10,SOLID ROCK,solid_rock_bradbury,William B. Bradbury (1863),8.8.8.8.8.8.8,51353 32234 44217,F Major/G Major,,Public Domain,602,https://hymnary.org/media/fetch/80830,https://hymnary.org/media/fetch/222471,https://hymnary.org/media/fetch/80831,https://hymnary.org/tune/solid_rock_bradbury
MyHopels Built,My Hope Is Built on Nothing Less,10,ST. PETERSBURG,st_petersburg_bortnianski,Dmitriĭ Stepanovich Bortnianskiĭ (1825),8.8.8.8.8.8,53451 21715 61653,B♭ Major/C Major,,Public Domain,381,https://hymnary.org/media/fetch/80995,https://hymnary.org/media/fetch/222472,https://hymnary.org/media/fetch/80996,https://hymnary.org/tune/st_petersburg_bortnianski
MyHopels Built,My Hope Is Built on Nothing Less,10,ST. CHRYSOSTOM (Barnby),st_chrysostom_barnby,Joseph Barnby (1871),8.8.8.8.8.8,33332 12355 55434,E♭ Major,,Public Domain,239,https://hymnary.org/media/fetch/105235,https://hymnary.org/media/fetch/179690,https://hymnary.org/media/fetch/105237,https://hymnary.org/tune/st_chrysostom_barnby
MyHopels Built,My Hope Is Built on Nothing Less,10,SURREY (Carey),surrey_carey,Henry Carey (1723),8.8.8.8.8.8,54361 71432 33256,F Major/G Major,,Public Domain,137,https://hymnary.org/media/fetch/82940,https://hymnary.org/media/fetch/199357,https://hymnary.org/media/fetch/82941,https://hymnary.org/tune/surrey_carey
NeartoHeartofGod,Near to the Heart of God,10,NUN DANKET,nun_danket_cruger_555665,Johann Crüger (1647),6.7.6.7.6.6.6.6,55566 53432 32155,F Major,Germany,Public Domain,610,https://hymnary.org/media/fetch/80595,https://hymnary.org/media/fetch/222543,https://hymnary.org/media/fetch/80596,https://hymnary.org/tune/nun_danket_cruger_555665
NeartoHeartofGod,Near to the Heart of God,10,GENEVAN 42,genevan_42_bourgeois,Claude Goudimel,8.7.8.7.7.7.8.8,12321 76512 34321,G Major,France,Public Domain,343,https://hymnary.org/media/fetch/80172,https://hymnary.org/media/fetch/222379,https://hymnary.org/media/fetch/80173,https://hymnary.org/tune/genevan_42_bourgeois
NeartoHeartofGod,Near to the Heart of God,10,ABERYSTWYTH (Parry),aberystwyth_parry,Joseph Parry (1879),7.7.7.7 D,11234 53213 21712,d minor,,Public Domain,295,https://hymnary.org/media/fetch/80011,https://hymnary.org/media/fetch/222268,https://hymnary.org/media/fetch/80012,https://hymnary.org/tune/aberystwyth_parry
NeartoHeartofGod,Near to the Heart of God,10,TERRA BEATA,terra_beata_sheppard,,6.6.8.6 D,12353 21234 65326,E♭ Major,England,Public Domain,293,https://hymnary.org/media/fetch/80389,https://hymnary.org/media/fetch/222351,https://hymnary.org/media/fetch/80390,https://hymnary.org/tune/terra_beata_sheppard
NeartoHeartofGod,Near to the Heart of God,10,LLANFAIR,llanfair_williams,Robert Williams (1817),7.7.7.7 with alleluia,11335 43254 34321,E Major/F Major,,Public Domain,262,https://hymnary.org/media/fetch/80278,https://hymnary.org/media/fetch/222225,https://hymnary.org/media/fetch/80279,https://hymnary.org/tune/llanfair_williams
Now ThankWeAllGod,Now Thank We All Our God,10,NETTLETON,nettleton,Anonymous,8.7.8.7 D,32113 52235 65321,D Major/E Major,United States,Public Domain,981,https://hymnary.org/media/fetch/79997,https://hymnary.org/media/fetch/222247,https://hymnary.org/media/fetch/79998,https://hymnary.org/tune/nettleton
Now ThankWeAllGod,Now Thank We All Our God,10,BEECHER,beecher_zundel,John Zundel (1870),8.7.8.7 D,55653 23217 61654,B♭ Major,,Public Domain,892,https://hymnary.org/media/fetch/79963,https://hymnary.org/media/fetch/222474,https://hymnary.org/media/fetch/79964,https://hymnary.org/tune/beecher_zundel
Now ThankWeAllGod,Now Thank We All Our God,10,EIN FESTE BURG,ein_feste_burg_luther,Martin Luther (1529),8.7.8.7.6.6.6.6.7,11156 71765 17656,C Major/D Major,Germany,Public Domain,743,https://hymnary.org/media/fetch/80063,https://hymnary.org/media/fetch/222239,https://hymnary.org/media/fetch/80064,https://hymnary.org/tune/ein_feste_burg_luther
Now ThankWeAllGod,Now Thank We All Our God,10,HYFRYDOL,hyfrydol_prichard,Rowland H. Prichard (1830),8.7.8.7 D,12123 43212 54332,A♭ Major,Wales,Public Domain,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard
Now ThankWeAllGod,Now Thank We All Our God,10,NUN DANKET,nun_danket_cruger_555665,Johann Crüger (1647),6.7.6.7.6.6.6.6,55566 53432 32155,F Major,Germany,Public Domain,610,https://hymnary.org/media/fetch/80595,https://hymnary.org/media/fetch/222543,https://hymnary.org/media/fetch/80596,https://hymnary.org/tune/nun_danket_cruger_555665
Nowthe DaylsOver,Now The Day Is Over,10,LANCASHIRE (Smart),lancashire_smart,Henry Thomas Smart (1836),7.6.7.6 D,55346 53114 56255,C Major,,Public Domain,717,https://hymnary.org/media/fetch/80605,https://hymnary.org/media/fetch/222258,https://hymnary.org/media/fetch/80606,https://hymnary.org/tune/lancashire_smart
Nowthe DaylsOver,Now The Day Is Over,10,ELLACOMBE,ellacombe,,7.6.7.6 D,51765 13455 67122,A Major,,Public Domain,677,https://hymnary.org/media/fetch/81473,https://hymnary.org/media/fetch/223262,https://hymnary.org/media/fetch/81474,https://hymnary.org/tune/ellacombe
Nowthe DaylsOver,Now The Day Is Over,10,VICTORY (Palestrina),victory_palestrina,Giovanni Pierluigi da Palestrina (1591),8.8.8.4 with alleluias,55565 54353 33333,A♭ Major,,Public Domain,412,https://hymnary.org/media/fetch/81908,https://hymnary.org/media/fetch/222222,https://hymnary.org/media/fetch/81909,https://hymnary.org/tune/victory_palestrina
Nowthe DaylsOver,Now The Day Is Over,10,INNSBRUCK,innsbruck_isaac,Heinrich Isaac (1539),7.7.6.7.7.8,31234 54334 55231,e minor or modal,,Public Domain,351,https://hymnary.org/media/fetch/83488,https://hymnary.org/media/fetch/222777,https://hymnary.org/media/fetch/83489,https://hymnary.org/tune/innsbruck_isaac
Nowthe DaylsOver,Now The Day Is Over,10,[There shall be showers of blessing] (McGranahan),there_shall_be_showers_of_mcgranahan,James McGranahan (1883),8.7.8.7 with refrain,55556 71577 77121,B♭ Major,,Public Domain,297,https://hymnary.org/media/fetch/80696,https://hymnary.org/media/fetch/222355,https://hymnary.org/media/fetch/80697,https://hymnary.org/tune/there_shall_be_showers_of_mcgranahan
