console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
WhatFriendJesus,What A Friend We Have in Jesus,10,LUX PRIMA (Gounod),lux_prima_gounod,Charles F. Gounod (1872),7.7.7.7.7.7,11132 17153 33543,F Major or modal,,Public Domain,164,https://hymnary.org/media/fetch/83559,https://hymnary.org/media/fetch/152883,https://hymnary.org/media/fetch/83560,https://hymnary.org/tune/lux_prima_gounod
WhatFriendJesus,What A Friend We Have in Jesus,10,[I am on a shining pathway],i_am_on_a_shining_pathway_scott,,8.6.8.6.7.7.8.7,32111 77665 32123,C Major,,Public Domain,118,https://hymnary.org/media/fetch/110485,,https://hymnary.org/media/fetch/110487,https://hymnary.org/tune/i_am_on_a_shining_pathway_scott
WhatChildIs This,What Child Is This,10,GREENSLEEVES,greensleeves,,8.7.8.7.6.8.6.7,13456 54271 23117,e minor,,Public Domain,196,https://hymnary.org/media/fetch/82274,https://hymnary.org/media/fetch/222392,https://hymnary.org/media/fetch/82275,https://hymnary.org/tune/greensleeves
WhatChildIs This,What Child Is This,10,WONDROUS LOVE (Southern Harmony),wondrous_love_southern_harmony,Anonymous,12.9.6.6.12.9,11724 54211 72576,d minor or modal,United States,Public Domain,147,https://hymnary.org/media/fetch/80248,https://hymnary.org/media/fetch/84620,https://hymnary.org/media/fetch/80249,https://hymnary.org/tune/wondrous_love_southern_harmony
WhatChildIs This,What Child Is This,10,DURCH ADAMS FALL,durch_adams_fall,,8.7.8.7 D,11171 65413 4123,a minor/d minor,,Public Domain,10,https://hymnary.org/media/fetch/153832,,,https://hymnary.org/tune/durch_adams_fall
WhatChildIs This,What Child Is This,10,"[What Child is this, who, laid to rest] (Field)",what_child_is_this_who_laid_to_field,J. T. Field,8.7.8.7 with refrain,35433 54332 34456,E♭ Major,,Public Domain,6,https://hymnary.org/media/fetch/224746,,,https://hymnary.org/tune/what_child_is_this_who_laid_to_field
WhatChildIs This,What Child Is This,10,"[Weary, wandering child of grief] (Kirkpatrick)",weary_wandering_child_of_gri_kirkpatrick,William J. Kirkpatrick,,34531 23332 34653,,,Public Domain,4,https://hymnary.org/media/fetch/204607,,,https://hymnary.org/tune/weary_wandering_child_of_gri_kirkpatrick
WhatWondrousLove,What Wondrous Love Is This,10,WAREHAM (Knapp),wareham_knapp,William Knapp (1738),8.8.8.8,11765 12171 23217,A Major/B♭ Major,,Public Domain,579,https://hymnary.org/media/fetch/81138,https://hymnary.org/media/fetch/199083,https://hymnary.org/media/fetch/81139,https://hymnary.org/tune/wareham_knapp
WhatWondrousLove,What Wondrous Love Is This,10,LOBE DEN HERREN,lobe_den_herren_115321,Anonymous (1665),14.14.4.7.8,11532 17656 7121,F Major,Germany,Public Domain,478,https://hymnary.org/media/fetch/79987,https://hymnary.org/media/fetch/222475,https://hymnary.org/media/fetch/79988,https://hymnary.org/tune/lobe_den_herren_115321
WhatWondrousLove,What Wondrous Love Is This,10,EL NATHAN (McGranahan),el_nathan_mcgranahan,James McGranahan (1883),8.6.8.6.9.10.8.7,13343 21655 3556,C Major/D Major,,Public Domain,250,https://hymnary.org/media/fetch/80851,https://hymnary.org/media/fetch/222526,https://hymnary.org/media/fetch/80852,https://hymnary.org/tune/el_nathan_mcgranahan
WhatWondrousLove,What Wondrous Love Is This,10,BETHANY (Smart),bethany_smart,Henry Thomas Smart (1867),8.7.8.7 D,36531 21765 13543,E♭ Major,,Public Domain,207,https://hymnary.org/media/fetch/82080,https://hymnary.org/media/fetch/221661,https://hymnary.org/media/fetch/82081,https://hymnary.org/tune/bethany_smart
WhatWondrousLove,What Wondrous Love Is This,10,WONDROUS LOVE (Southern Harmony),wondrous_love_southern_harmony,Anonymous,12.9.6.6.12.9,11724 54211 72576,d minor or modal,United States,Public Domain,147,https://hymnary.org/media/fetch/80248,https://hymnary.org/media/fetch/84620,https://hymnary.org/media/fetch/80249,https://hymnary.org/tune/wondrous_love_southern_harmony
Survey WonCross-A,When I Survey the Wondrous Cross - A,10,ROCKINGHAM (Miller),rockingham_miller,,8.8.8.8,13421 35655 17655,D Major/E♭ Major,,Public Domain,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller
Survey WonCross-A,When I Survey the Wondrous Cross - A,10,LOUVAN,louvan_taylor,Virgil Corydon Taylor (1847),8.8.8.8,55123 12123 34323,A♭ Major,,Public Domain,295,https://hymnary.org/media/fetch/82201,https://hymnary.org/media/fetch/183086,https://hymnary.org/media/fetch/82202,https://hymnary.org/tune/louvan_taylor
Survey WonCross-A,When I Survey the Wondrous Cross - A,10,O WALY WALY,o_waly_waly,,8.8.8.8,51232 16551 71234,G Major,England,Public Domain,221,https://hymnary.org/media/fetch/98791,https://hymnary.org/media/fetch/199212,https://hymnary.org/media/fetch/190444,https://hymnary.org/tune/o_waly_waly
Survey WonCross-A,When I Survey the Wondrous Cross - A,10,EUCHARIST (Woodbury),eucharist_woodbury,I. B. Woodbury (1852),8.8.8.8,33355 65453 32342,D Major,,Public Domain,203,,https://hymnary.org/media/fetch/195951,,https://hymnary.org/tune/eucharist_woodbury
Survey WonCross-A,When I Survey the Wondrous Cross - A,10,SURREY (Carey),surrey_carey,Henry Carey (1723),8.8.8.8.8.8,54361 71432 33256,F Major/G Major,,Public Domain,137,https://hymnary.org/media/fetch/82940,https://hymnary.org/media/fetch/199357,https://hymnary.org/media/fetch/82941,https://hymnary.org/tune/surrey_carey
Survey WonCross-B,When I Survey the Wondrous Cross - B,10,ROCKINGHAM (Miller),rockingham_miller,,8.8.8.8,13421 35655 17655,D Major/E♭ Major,,Public Domain,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller
Survey WonCross-B,When I Survey the Wondrous Cross - B,10,LOUVAN,louvan_taylor,Virgil Corydon Taylor (1847),8.8.8.8,55123 12123 34323,A♭ Major,,Public Domain,295,https://hymnary.org/media/fetch/82201,https://hymnary.org/media/fetch/183086,https://hymnary.org/media/fetch/82202,https://hymnary.org/tune/louvan_taylor
Survey WonCross-B,When I Survey the Wondrous Cross - B,10,O WALY WALY,o_waly_waly,,8.8.8.8,51232 16551 71234,G Major,England,Public Domain,221,https://hymnary.org/media/fetch/98791,https://hymnary.org/media/fetch/199212,https://hymnary.org/media/fetch/190444,https://hymnary.org/tune/o_waly_waly
Survey WonCross-B,When I Survey the Wondrous Cross - B,10,EUCHARIST (Woodbury),eucharist_woodbury,I. B. Woodbury (1852),8.8.8.8,33355 65453 32342,D Major,,Public Domain,203,,https://hymnary.org/media/fetch/195951,,https://hymnary.org/tune/eucharist_woodbury
Survey WonCross-B,When I Survey the Wondrous Cross - B,10,SURREY (Carey),surrey_carey,Henry Carey (1723),8.8.8.8.8.8,54361 71432 33256,F Major/G Major,,Public Domain,137,https://hymnary.org/media/fetch/82940,https://hymnary.org/media/fetch/199357,https://hymnary.org/media/fetch/82941,https://hymnary.org/tune/surrey_carey
MusicGodGlorfied,When in Our Music God Is Glorified,10,MUNICH (Mendelssohn),munich_mendelssohn,,7.6.7.6 D,12365 43335 43221,D Major,,Public Domain,391,https://hymnary.org/media/fetch/80351,https://hymnary.org/media/fetch/222357,https://hymnary.org/media/fetch/80352,https://hymnary.org/tune/munich_mendelssohn
MusicGodGlorfied,When in Our Music God Is Glorified,10,LAUDA ANIMA (Goss),lauda_anima_goss,John Goss (1869),8.7.8.7.4.4.7,55551 76543 65342,D Major,England,Public Domain,297,https://hymnary.org/media/fetch/81251,https://hymnary.org/media/fetch/222242,https://hymnary.org/media/fetch/81252,https://hymnary.org/tune/lauda_anima_goss
MusicGodGlorfied,When in Our Music God Is Glorified,10,SINE NOMINE,sine_nomine_vaughan_williams,Ralph Vaughan Williams (1906),10.10.10.4 with alleluias,53215 61253 32177,F Major/G Major,,Public Domain,259,https://hymnary.org/media/fetch/80088,https://hymnary.org/media/fetch/222445,https://hymnary.org/media/fetch/80089,https://hymnary.org/tune/sine_nomine_vaughan_williams
MusicGodGlorfied,When in Our Music God Is Glorified,10,ENGELBERG,engelberg_stanford,Charles V. Stanford (1904),10.10.10 with alleluias,51325 67165 55432,G Major,Ireland,Public Domain,149,https://hymnary.org/media/fetch/99532,https://hymnary.org/media/fetch/198906,https://hymnary.org/media/fetch/190439,https://hymnary.org/tune/engelberg_stanford
MusicGodGlorfied,When in Our Music God Is Glorified,10,RHOSYMEDRE,rhosymedre,John David Edwards (1840),6.6.6.6.8.8.8,51122 31443 21511,F Major,,Public Domain,98,https://hymnary.org/media/fetch/82973,https://hymnary.org/media/fetch/199246,https://hymnary.org/media/fetch/82974,https://hymnary.org/tune/rhosymedre
MornGuilds Skies,When Morning Gilds the Skies,10,LAUDES DOMINI (Barnby),laudes_domini_barnby,Joseph Barnby (1868),6.6.6.6.6.6,34561 76567 13217,B♭ Major,England,Public Domain,502,https://hymnary.org/media/fetch/80092,https://hymnary.org/media/fetch/222234,https://hymnary.org/media/fetch/80093,https://hymnary.org/tune/laudes_domini_barnby
MornGuilds Skies,When Morning Gilds the Skies,10,ST. STEPHEN (Jones),st_stephen_jones,William Jones (1789),8.6.8.6,15312 17123 45123,G Major,,Public Domain,384,https://hymnary.org/media/fetch/81619,https://hymnary.org/media/fetch/221655,https://hymnary.org/media/fetch/81620,https://hymnary.org/tune/st_stephen_jones
MornGuilds Skies,When Morning Gilds the Skies,10,MORNING SONG (Dare),morning_song_dare,,8.6.8.6,51234 32175 51234,f minor,United States,Public Domain,192,https://hymnary.org/media/fetch/81027,https://hymnary.org/media/fetch/199027,https://hymnary.org/media/fetch/81028,https://hymnary.org/tune/morning_song_dare
MornGuilds Skies,When Morning Gilds the Skies,10,FARRANT,farrant_farrant,,8.6.8.6,11232 14223 45545,F Major/G Major/G Major or modal,,Public Domain,145,https://hymnary.org/media/fetch/81123,https://hymnary.org/media/fetch/222041,https://hymnary.org/media/fetch/81124,https://hymnary.org/tune/farrant_farrant
MornGuilds Skies,When Morning Gilds the Skies,10,O SEIGNEUR,o_seigneur_genevan,Louis Bourgeois,6.6.7.6.6.7 D,15567 11765 45331,D Major,,Public Domain,31,https://hymnary.org/media/fetch/99229,https://hymnary.org/media/fetch/183632,https://hymnary.org/media/fetch/96025,https://hymnary.org/tune/o_seigneur_genevan
CrossCrowdedWays,Where Cross the Crowded Ways of Life,10,GERMANY (Gardiner),germany_beethoven_gardiner,Ludwig van Beethoven,8.8.8.8,51712 56711 17627,A♭ Major,,Public Domain,783,https://hymnary.org/media/fetch/80751,https://hymnary.org/media/fetch/199217,https://hymnary.org/media/fetch/80752,https://hymnary.org/tune/germany_beethoven_gardiner
CrossCrowdedWays,Where Cross the Crowded Ways of Life,10,ST. CRISPIN,st_crispin_elvey,George J. Elvey (1862),8.8.8.8,33351 22355 51766,E♭ Major,England,Public Domain,276,https://hymnary.org/media/fetch/81110,https://hymnary.org/media/fetch/221890,https://hymnary.org/media/fetch/81111,https://hymnary.org/tune/st_crispin_elvey
CrossCrowdedWays,Where Cross the Crowded Ways of Life,10,ANGELUS (Joseph),angelus_joseph,Georg Joseph (1657),8.8.8.8,11234 55455 67176,E♭ Major,,Public Domain,275,https://hymnary.org/media/fetch/82065,https://hymnary.org/media/fetch/222174,https://hymnary.org/media/fetch/82066,https://hymnary.org/tune/angelus_joseph
CrossCrowdedWays,Where Cross the Crowded Ways of Life,10,ERNAN (Mason),ernan_mason,Lowell Mason (1850),8.8.8.8,53451 17671 66655,B♭ Major,,Public Domain,244,https://hymnary.org/media/fetch/82158,https://hymnary.org/media/fetch/185546,https://hymnary.org/media/fetch/82159,https://hymnary.org/tune/ernan_mason
CrossCrowdedWays,Where Cross the Crowded Ways of Life,10,THANKSGIVING (Statham),thanksgiving_statham,F. Reginald Statham (1844),8.8.8.8,55514 32551 62567,D Major,,Public Domain,33,https://hymnary.org/media/fetch/105286,https://hymnary.org/media/fetch/183934,https://hymnary.org/media/fetch/105288,https://hymnary.org/tune/thanksgiving_statham
Sheprds Watched-A,While the Shepherds Watched Their Flocks - A,10,CHRISTMAS (Handel),christmas_handel,George Frideric Handel (1728),8.6.8.6.6,34517 65123 34555,D Major,,Public Domain,716,https://hymnary.org/media/fetch/81318,https://hymnary.org/media/fetch/222398,https://hymnary.org/media/fetch/81319,https://hymnary.org/tune/christmas_handel
Sheprds Watched-A,While the Shepherds Watched Their Flocks - A,10,CAROL (Willis),carol_willis,Richard Storrs Willis (1850),8.6.8.6 D,53221 65655 67112,,,Public Domain,554,https://hymnary.org/media/fetch/80199,https://hymnary.org/media/fetch/222383,https://hymnary.org/media/fetch/80200,https://hymnary.org/tune/carol_willis
Sheprds Watched-A,While the Shepherds Watched Their Flocks - A,10,WINCHESTER OLD,winchester_old_kirbye,,8.6.8.6,13321 44323 55453,F Major,,Public Domain,381,https://hymnary.org/media/fetch/80223,https://hymnary.org/media/fetch/222196,https://hymnary.org/media/fetch/80224,https://hymnary.org/tune/winchester_old_kirbye
Sheprds Watched-A,While the Shepherds Watched Their Flocks - A,10,BETHLEHEM (Fink),bethlehem_fink,Gottfried W. Fink (1842),8.6.8.6 D,51176 56556 21715,B♭ Major,,Public Domain,284,https://hymnary.org/media/fetch/82092,https://hymnary.org/media/fetch/222034,https://hymnary.org/media/fetch/82093,https://hymnary.org/tune/bethlehem_fink
Sheprds Watched-A,While the Shepherds Watched Their Flocks - A,10,NOEL (Sullivan),noel_sullivan,,8.6.8.6,12321 23432 55345,F Major,,Public Domain,164,https://hymnary.org/media/fetch/80332,https://hymnary.org/media/fetch/152711,https://hymnary.org/media/fetch/80333,https://hymnary.org/tune/noel_sullivan
Sheprds Watched-B,While the Shepherds Watched Their Flocks - B,10,CHRISTMAS (Handel),christmas_handel,George Frideric Handel (1728),8.6.8.6.6,34517 65123 34555,D Major,,Public Domain,716,https://hymnary.org/media/fetch/81318,https://hymnary.org/media/fetch/222398,https://hymnary.org/media/fetch/81319,https://hymnary.org/tune/christmas_handel
Sheprds Watched-B,While the Shepherds Watched Their Flocks - B,10,CAROL (Willis),carol_willis,Richard Storrs Willis (1850),8.6.8.6 D,53221 65655 67112,,,Public Domain,554,https://hymnary.org/media/fetch/80199,https://hymnary.org/media/fetch/222383,https://hymnary.org/media/fetch/80200,https://hymnary.org/tune/carol_willis
Sheprds Watched-B,While the Shepherds Watched Their Flocks - B,10,WINCHESTER OLD,winchester_old_kirbye,,8.6.8.6,13321 44323 55453,F Major,,Public Domain,381,https://hymnary.org/media/fetch/80223,https://hymnary.org/media/fetch/222196,https://hymnary.org/media/fetch/80224,https://hymnary.org/tune/winchester_old_kirbye
Sheprds Watched-B,While the Shepherds Watched Their Flocks - B,10,BETHLEHEM (Fink),bethlehem_fink,Gottfried W. Fink (1842),8.6.8.6 D,51176 56556 21715,B♭ Major,,Public Domain,284,https://hymnary.org/media/fetch/82092,https://hymnary.org/media/fetch/222034,https://hymnary.org/media/fetch/82093,https://hymnary.org/tune/bethlehem_fink
Sheprds Watched-B,While the Shepherds Watched Their Flocks - B,10,NOEL (Sullivan),noel_sullivan,,8.6.8.6,12321 23432 55345,F Major,,Public Domain,164,https://hymnary.org/media/fetch/80332,https://hymnary.org/media/fetch/152711,https://hymnary.org/media/fetch/80333,https://hymnary.org/tune/noel_sullivan
MasterProclaim,"Ye Servants of God, Your Master Proclaim",10,LYONS,lyons,Joseph Haydn,10.10.11.11,51123 14432 51123,A Major/G Major,,Public Domain,912,https://hymnary.org/media/fetch/80042,https://hymnary.org/media/fetch/222230,https://hymnary.org/media/fetch/80043,https://hymnary.org/tune/lyons
MasterProclaim,"Ye Servants of God, Your Master Proclaim",10,FOUNDATION (American),foundation_american,Anonymous,11.11.11.11,56161 51131 35561,A♭ Major,United States,Public Domain,599,https://hymnary.org/media/fetch/80950,https://hymnary.org/media/fetch/84924,https://hymnary.org/media/fetch/80951,https://hymnary.org/tune/foundation_american
MasterProclaim,"Ye Servants of God, Your Master Proclaim",10,HANOVER (Croft),hanover_croft,William Croft (1708),10.10.11.11,51123 51271 23217,A Major,,Public Domain,373,https://hymnary.org/media/fetch/80736,https://hymnary.org/media/fetch/222244,https://hymnary.org/media/fetch/80737,https://hymnary.org/tune/hanover_croft
MasterProclaim,"Ye Servants of God, Your Master Proclaim",10,LAUDATE DOMINUM (Parry),laudate_dominum_parry,C. Hubert H. Parry (1894),10.10.11.11,53125 16543 53251,A♭ Major/B♭ Major,,Public Domain,89,https://hymnary.org/media/fetch/81638,https://hymnary.org/media/fetch/205285,https://hymnary.org/media/fetch/81639,https://hymnary.org/tune/laudate_dominum_parry
MasterProclaim,"Ye Servants of God, Your Master Proclaim",10,HOUGHTON (Gauntlett),houghton_gauntlett,Henry J. Gauntlett (1861),10.10.11.11,53165 53165 14425,F Major,,Public Domain,67,https://hymnary.org/media/fetch/98509,https://hymnary.org/media/fetch/180389,https://hymnary.org/media/fetch/95870,https://hymnary.org/tune/houghton_gauntlett
YeWatcherHolyOne,Ye Watchers and Ye Holy Ones,2,LASST UNS ERFREUEN,lasst_uns_erfreuen,,8.8.4.4.8.8 with refrain,11231 34511 23134,D Major,Germany,Public Domain,554,https://hymnary.org/media/fetch/79984,https://hymnary.org/media/fetch/222231,https://hymnary.org/media/fetch/79985,https://hymnary.org/tune/lasst_uns_erfreuen
YeWatcherHolyOne,Ye Watchers and Ye Holy Ones,2,AUS TIEFER NOT (Luther),aus_tiefer_not_luther,Martin Luther (1524),8.7.8.7.8.8.7,51565 34556 76532,e minor or modal,,Public Domain,78,https://hymnary.org/media/fetch/154513,https://hymnary.org/media/fetch/199301,https://hymnary.org/media/fetch/109857,https://hymnary.org/tune/aus_tiefer_not_luther
BeautifulSpacSky,O Beautiful for Spacious Skies,10,ELLACOMBE,ellacombe,,7.6.7.6 D,51765 13455 67122,A Major,,Public Domain,677,https://hymnary.org/media/fetch/81473,https://hymnary.org/media/fetch/223262,https://hymnary.org/media/fetch/81474,https://hymnary.org/tune/ellacombe
BeautifulSpacSky,O Beautiful for Spacious Skies,10,MATERNA,materna_ward,Samuel A. Ward (1882),8.6.8.6,55335 52234 56755,C Major,,Public Domain,561,https://hymnary.org/media/fetch/81267,https://hymnary.org/media/fetch/222834,https://hymnary.org/media/fetch/81268,https://hymnary.org/tune/materna_ward
BeautifulSpacSky,O Beautiful for Spacious Skies,10,[O beautiful for spacious skies] (Brown),o_beautiful_for_spacious_skies_brown,Charles Spurgeon Brown (1906),,33226 65517 64654,C Major,,Public Domain,17,https://hymnary.org/media/fetch/151117,,,https://hymnary.org/tune/o_beautiful_for_spacious_skies_brown
BeautifulSpacSky,O Beautiful for Spacious Skies,10,REX REGUM (Stainer),rex_regum_stainer,John Stainer (1840-1901),8.6.8.6 D,32112 34551 17655,D Major,,Public Domain,15,,https://hymnary.org/media/fetch/182325,https://hymnary.org/media/fetch/105300,https://hymnary.org/tune/rex_regum_stainer
